,gtfs_route_id,service_date,peak_offpeak_ind,otp_numerator,otp_denominator
418,749,2018-03-04,OFF_PEAK,2209.0,2814.0
419,751,2018-03-04,OFF_PEAK,1208.0,1510.0
420,751,2018-03-05,PEAK,331.0,399.0
421,751,2018-03-05,OFF_PEAK,1097.0,1244.0
422,749,2018-03-05,PEAK,587.0,737.0
423,749,2018-03-05,OFF_PEAK,1723.0,2184.0
424,1,2018-03-05,OFF_PEAK,961.0,1247.0
425,1,2018-03-05,PEAK,333.0,486.0
426,43,2018-03-05,PEAK,83.0,140.0
427,43,2018-03-05,OFF_PEAK,221.0,356.0
428,43,2018-03-06,OFF_PEAK,196.0,351.0
429,43,2018-03-06,PEAK,39.0,137.0
430,1,2018-03-06,PEAK,338.0,417.0
431,749,2018-03-06,OFF_PEAK,1556.0,1964.0
432,749,2018-03-06,PEAK,498.0,609.0
433,751,2018-03-06,OFF_PEAK,890.0,1088.0
434,751,2018-03-06,PEAK,253.0,358.0
435,1,2018-03-06,OFF_PEAK,905.0,1243.0
436,751,2018-03-07,PEAK,329.0,422.0
437,751,2018-03-07,OFF_PEAK,1111.0,1279.0
438,749,2018-03-07,PEAK,518.0,616.0
439,749,2018-03-07,OFF_PEAK,1499.0,1826.0
440,1,2018-03-07,OFF_PEAK,1114.0,1426.0
441,1,2018-03-07,PEAK,426.0,553.0
442,43,2018-03-07,PEAK,83.0,140.0
443,43,2018-03-07,OFF_PEAK,206.0,357.0
444,43,2018-03-08,PEAK,89.0,140.0
445,43,2018-03-08,OFF_PEAK,231.0,356.0
446,1,2018-03-08,PEAK,310.0,424.0
447,751,2018-03-08,PEAK,280.0,340.0
448,749,2018-03-08,PEAK,565.0,653.0
449,749,2018-03-08,OFF_PEAK,1805.0,2161.0
450,751,2018-03-08,OFF_PEAK,1055.0,1196.0
451,1,2018-03-08,OFF_PEAK,865.0,1183.0
452,43,2018-03-09,PEAK,47.0,140.0
453,43,2018-03-09,OFF_PEAK,193.0,354.0
454,1,2018-03-09,OFF_PEAK,903.0,1311.0
455,751,2018-03-09,PEAK,327.0,438.0
456,749,2018-03-09,PEAK,534.0,683.0
457,749,2018-03-09,OFF_PEAK,1638.0,2184.0
458,751,2018-03-09,OFF_PEAK,927.0,1251.0
459,1,2018-03-09,PEAK,315.0,485.0
460,751,2018-03-10,OFF_PEAK,1186.0,1559.0
461,749,2018-03-10,OFF_PEAK,2408.0,3172.0
462,1,2018-03-10,OFF_PEAK,867.0,1262.0
463,43,2018-03-10,OFF_PEAK,261.0,515.0
464,751,2018-03-11,OFF_PEAK,1131.0,1532.0
465,749,2018-03-11,OFF_PEAK,2203.0,2766.0
466,1,2018-03-11,OFF_PEAK,770.0,1107.0
467,43,2018-03-11,OFF_PEAK,203.0,402.0
468,43,2018-03-12,OFF_PEAK,233.0,355.0
469,43,2018-03-12,PEAK,69.0,140.0
470,1,2018-03-12,PEAK,299.0,414.0
471,751,2018-03-12,PEAK,393.0,487.0
472,749,2018-03-12,OFF_PEAK,1818.0,2299.0
473,749,2018-03-12,PEAK,593.0,743.0
474,751,2018-03-12,OFF_PEAK,1094.0,1346.0
475,1,2018-03-12,OFF_PEAK,893.0,1211.0
476,43,2018-03-13,OFF_PEAK,181.0,288.0
477,43,2018-03-13,PEAK,65.0,112.0
478,1,2018-03-13,PEAK,336.0,464.0
479,749,2018-03-13,OFF_PEAK,1967.0,2337.0
480,749,2018-03-13,PEAK,712.0,787.0
481,751,2018-03-13,PEAK,432.0,474.0
482,751,2018-03-13,OFF_PEAK,1065.0,1195.0
483,1,2018-03-13,OFF_PEAK,999.0,1345.0
484,43,2018-03-14,PEAK,86.0,140.0
485,1,2018-03-14,PEAK,343.0,472.0
486,1,2018-03-14,OFF_PEAK,989.0,1316.0
487,43,2018-03-14,OFF_PEAK,213.0,356.0
488,749,2018-03-14,PEAK,694.0,811.0
489,751,2018-03-14,OFF_PEAK,1184.0,1376.0
490,751,2018-03-14,PEAK,400.0,497.0
491,749,2018-03-14,OFF_PEAK,1670.0,2020.0
492,751,2018-03-15,PEAK,286.0,462.0
493,751,2018-03-15,OFF_PEAK,964.0,1252.0
494,749,2018-03-15,PEAK,525.0,716.0
495,749,2018-03-15,OFF_PEAK,1559.0,2080.0
496,1,2018-03-15,OFF_PEAK,934.0,1330.0
497,43,2018-03-15,PEAK,39.0,140.0
498,1,2018-03-15,PEAK,334.0,518.0
499,43,2018-03-15,OFF_PEAK,171.0,354.0
500,749,2018-03-16,PEAK,554.0,683.0
501,751,2018-03-16,PEAK,308.0,419.0
502,749,2018-03-16,OFF_PEAK,1690.0,2242.0
503,1,2018-03-16,OFF_PEAK,666.0,1024.0
504,1,2018-03-16,PEAK,209.0,359.0
505,43,2018-03-16,PEAK,84.0,140.0
506,43,2018-03-16,OFF_PEAK,165.0,355.0
507,751,2018-03-16,OFF_PEAK,1011.0,1305.0
508,43,2018-03-17,OFF_PEAK,300.0,496.0
509,1,2018-03-17,OFF_PEAK,1137.0,1576.0
510,749,2018-03-17,OFF_PEAK,2451.0,3215.0
511,751,2018-03-17,OFF_PEAK,1235.0,1617.0
512,751,2018-03-18,OFF_PEAK,1104.0,1512.0
513,749,2018-03-18,OFF_PEAK,1706.0,2340.0
514,1,2018-03-18,OFF_PEAK,796.0,1091.0
515,43,2018-03-18,OFF_PEAK,247.0,405.0
516,43,2018-03-19,PEAK,68.0,109.0
517,1,2018-03-19,OFF_PEAK,975.0,1330.0
518,1,2018-03-19,PEAK,390.0,542.0
519,43,2018-03-19,OFF_PEAK,192.0,345.0
520,749,2018-03-19,OFF_PEAK,1877.0,2248.0
521,751,2018-03-19,OFF_PEAK,1076.0,1277.0
522,751,2018-03-19,PEAK,360.0,483.0
523,749,2018-03-19,PEAK,490.0,672.0
524,751,2018-03-20,PEAK,382.0,498.0
525,751,2018-03-20,OFF_PEAK,1100.0,1339.0
526,749,2018-03-20,OFF_PEAK,1668.0,2084.0
527,749,2018-03-20,PEAK,592.0,821.0
528,1,2018-03-20,OFF_PEAK,942.0,1265.0
529,1,2018-03-20,PEAK,287.0,463.0
530,43,2018-03-20,PEAK,41.0,87.0
531,43,2018-03-20,OFF_PEAK,149.0,244.0
532,43,2018-03-21,OFF_PEAK,262.0,347.0
533,43,2018-03-21,PEAK,97.0,140.0
534,1,2018-03-21,PEAK,367.0,524.0
535,751,2018-03-21,OFF_PEAK,1094.0,1288.0
536,749,2018-03-21,PEAK,691.0,809.0
537,749,2018-03-21,OFF_PEAK,1708.0,2127.0
538,751,2018-03-21,PEAK,414.0,493.0
539,1,2018-03-21,OFF_PEAK,1058.0,1380.0
540,43,2018-03-22,PEAK,90.0,140.0
541,1,2018-03-22,PEAK,355.0,478.0
542,1,2018-03-22,OFF_PEAK,1089.0,1332.0
543,43,2018-03-22,OFF_PEAK,255.0,355.0
544,749,2018-03-22,PEAK,697.0,810.0
545,751,2018-03-22,PEAK,426.0,493.0
546,749,2018-03-22,OFF_PEAK,1655.0,2046.0
547,751,2018-03-22,OFF_PEAK,1091.0,1286.0
548,751,2018-03-23,PEAK,274.0,440.0
549,751,2018-03-23,OFF_PEAK,919.0,1301.0
550,749,2018-03-23,PEAK,432.0,615.0
551,749,2018-03-23,OFF_PEAK,1494.0,1978.0
552,1,2018-03-23,OFF_PEAK,767.0,1200.0
553,1,2018-03-23,PEAK,234.0,359.0
554,43,2018-03-23,PEAK,86.0,135.0
555,43,2018-03-23,OFF_PEAK,158.0,353.0
556,43,2018-03-24,OFF_PEAK,213.0,401.0
557,749,2018-03-24,OFF_PEAK,2032.0,2696.0
558,1,2018-03-24,OFF_PEAK,794.0,1233.0
559,751,2018-03-24,OFF_PEAK,1069.0,1389.0
560,751,2018-03-25,OFF_PEAK,1267.0,1568.0
561,749,2018-03-25,OFF_PEAK,2378.0,2982.0
562,1,2018-03-25,OFF_PEAK,890.0,1183.0
563,43,2018-03-25,OFF_PEAK,219.0,401.0
564,1,2018-03-26,PEAK,362.0,499.0
565,43,2018-03-26,PEAK,95.0,138.0
566,43,2018-03-26,OFF_PEAK,254.0,354.0
567,749,2018-03-26,OFF_PEAK,1629.0,2128.0
568,749,2018-03-26,PEAK,620.0,732.0
569,751,2018-03-26,OFF_PEAK,974.0,1270.0
570,751,2018-03-26,PEAK,302.0,363.0
571,1,2018-03-26,OFF_PEAK,1037.0,1334.0
572,43,2018-03-27,OFF_PEAK,180.0,342.0
573,1,2018-03-27,PEAK,321.0,473.0
574,1,2018-03-27,OFF_PEAK,931.0,1280.0
575,43,2018-03-27,PEAK,52.0,137.0
576,749,2018-03-27,OFF_PEAK,1682.0,2101.0
577,751,2018-03-27,PEAK,324.0,417.0
578,751,2018-03-27,OFF_PEAK,993.0,1237.0
579,749,2018-03-27,PEAK,564.0,761.0
580,751,2018-03-28,PEAK,385.0,494.0
581,751,2018-03-28,OFF_PEAK,1012.0,1275.0
582,749,2018-03-28,PEAK,692.0,831.0
583,749,2018-03-28,OFF_PEAK,1916.0,2311.0
584,1,2018-03-28,OFF_PEAK,966.0,1338.0
585,1,2018-03-28,PEAK,335.0,480.0
586,43,2018-03-28,PEAK,39.0,109.0
587,43,2018-03-28,OFF_PEAK,177.0,337.0
588,43,2018-03-29,PEAK,56.0,140.0
589,43,2018-03-29,OFF_PEAK,151.0,348.0
590,1,2018-03-29,OFF_PEAK,975.0,1350.0
591,751,2018-03-29,OFF_PEAK,965.0,1353.0
592,749,2018-03-29,OFF_PEAK,1388.0,1971.0
593,749,2018-03-29,PEAK,466.0,618.0
594,1,2018-03-29,PEAK,307.0,463.0
595,751,2018-03-29,PEAK,352.0,501.0
596,43,2018-03-30,PEAK,99.0,140.0
597,43,2018-03-30,OFF_PEAK,171.0,355.0
598,1,2018-03-30,OFF_PEAK,962.0,1294.0
599,1,2018-03-30,PEAK,345.0,451.0
600,749,2018-03-30,OFF_PEAK,1816.0,2286.0
601,751,2018-03-30,OFF_PEAK,1014.0,1325.0
602,751,2018-03-30,PEAK,356.0,497.0
603,749,2018-03-30,PEAK,619.0,750.0
604,751,2018-03-31,OFF_PEAK,1160.0,1511.0
605,749,2018-03-31,OFF_PEAK,2165.0,2865.0
606,1,2018-03-31,OFF_PEAK,1152.0,1621.0
607,43,2018-03-31,OFF_PEAK,257.0,486.0
608,43,2018-04-01,OFF_PEAK,245.0,404.0
609,751,2018-04-01,OFF_PEAK,823.0,1156.0
610,749,2018-04-01,OFF_PEAK,1987.0,2651.0
611,1,2018-04-01,OFF_PEAK,762.0,1125.0
612,751,2018-04-02,PEAK,348.0,463.0
613,751,2018-04-02,OFF_PEAK,1027.0,1327.0
614,749,2018-04-02,OFF_PEAK,1794.0,2261.0
615,749,2018-04-02,PEAK,682.0,826.0
616,1,2018-04-02,PEAK,366.0,511.0
617,1,2018-04-02,OFF_PEAK,1063.0,1404.0
618,43,2018-04-02,OFF_PEAK,262.0,354.0
619,43,2018-04-02,PEAK,87.0,108.0
620,43,2018-04-03,PEAK,55.0,124.0
621,43,2018-04-03,OFF_PEAK,175.0,352.0
622,1,2018-04-03,OFF_PEAK,926.0,1254.0
623,751,2018-04-03,OFF_PEAK,967.0,1321.0
624,749,2018-04-03,OFF_PEAK,1613.0,2073.0
625,749,2018-04-03,PEAK,565.0,762.0
626,751,2018-04-03,PEAK,322.0,497.0
627,1,2018-04-03,PEAK,295.0,491.0
628,1,2018-04-04,PEAK,268.0,423.0
629,43,2018-04-04,OFF_PEAK,197.0,355.0
630,1,2018-04-04,OFF_PEAK,910.0,1219.0
631,43,2018-04-04,PEAK,45.0,127.0
632,749,2018-04-04,PEAK,548.0,720.0
633,751,2018-04-04,PEAK,353.0,431.0
634,751,2018-04-04,OFF_PEAK,935.0,1206.0
635,749,2018-04-04,OFF_PEAK,1602.0,2038.0
636,751,2018-04-05,PEAK,362.0,473.0
637,751,2018-04-05,OFF_PEAK,971.0,1333.0
638,749,2018-04-05,PEAK,621.0,840.0
639,749,2018-04-05,OFF_PEAK,1721.0,2185.0
640,1,2018-04-05,PEAK,246.0,382.0
641,1,2018-04-05,OFF_PEAK,900.0,1271.0
642,43,2018-04-05,PEAK,50.0,127.0
643,43,2018-04-05,OFF_PEAK,219.0,357.0
644,43,2018-04-06,PEAK,70.0,119.0
645,43,2018-04-06,OFF_PEAK,200.0,347.0
646,1,2018-04-06,OFF_PEAK,833.0,1288.0
647,751,2018-04-06,PEAK,341.0,456.0
648,749,2018-04-06,PEAK,642.0,832.0
649,749,2018-04-06,OFF_PEAK,1686.0,2353.0
650,751,2018-04-06,OFF_PEAK,1034.0,1332.0
651,1,2018-04-06,PEAK,230.0,351.0
652,751,2018-04-07,OFF_PEAK,977.0,1438.0
653,749,2018-04-07,OFF_PEAK,2264.0,3026.0
654,1,2018-04-07,OFF_PEAK,1041.0,1433.0
655,43,2018-04-07,OFF_PEAK,268.0,478.0
656,43,2018-04-08,OFF_PEAK,245.0,405.0
657,751,2018-04-08,OFF_PEAK,1133.0,1581.0
658,749,2018-04-08,OFF_PEAK,2263.0,2998.0
659,1,2018-04-08,OFF_PEAK,815.0,1124.0
660,751,2018-04-09,PEAK,402.0,498.0
661,749,2018-04-09,OFF_PEAK,1875.0,2317.0
662,749,2018-04-09,PEAK,683.0,857.0
663,1,2018-04-09,OFF_PEAK,984.0,1301.0
664,1,2018-04-09,PEAK,376.0,492.0
665,43,2018-04-09,OFF_PEAK,261.0,354.0
666,43,2018-04-09,PEAK,90.0,127.0
667,751,2018-04-09,OFF_PEAK,1153.0,1388.0
668,43,2018-04-10,PEAK,84.0,122.0
669,43,2018-04-10,OFF_PEAK,189.0,298.0
670,1,2018-04-10,PEAK,367.0,543.0
671,749,2018-04-10,PEAK,676.0,846.0
672,749,2018-04-10,OFF_PEAK,1893.0,2334.0
673,751,2018-04-10,PEAK,369.0,492.0
674,1,2018-04-10,OFF_PEAK,962.0,1379.0
675,751,2018-04-10,OFF_PEAK,1086.0,1293.0
676,1,2018-04-11,OFF_PEAK,876.0,1283.0
677,43,2018-04-11,PEAK,93.0,126.0
678,43,2018-04-11,OFF_PEAK,230.0,358.0
679,1,2018-04-11,PEAK,312.0,450.0
680,749,2018-04-11,OFF_PEAK,1598.0,2035.0
681,751,2018-04-11,PEAK,345.0,456.0
682,751,2018-04-11,OFF_PEAK,1094.0,1390.0
683,749,2018-04-11,PEAK,492.0,652.0
684,43,2018-04-12,OFF_PEAK,215.0,356.0
685,1,2018-04-12,OFF_PEAK,830.0,1187.0
686,1,2018-04-12,PEAK,297.0,462.0
687,43,2018-04-12,PEAK,61.0,129.0
688,749,2018-04-12,PEAK,686.0,858.0
689,751,2018-04-12,OFF_PEAK,1104.0,1341.0
690,751,2018-04-12,PEAK,387.0,497.0
691,749,2018-04-12,OFF_PEAK,1702.0,2131.0
692,751,2018-04-13,OFF_PEAK,912.0,1191.0
693,751,2018-04-13,PEAK,358.0,475.0
694,749,2018-04-13,OFF_PEAK,1728.0,2339.0
695,749,2018-04-13,PEAK,639.0,783.0
696,1,2018-04-13,OFF_PEAK,771.0,1113.0
697,1,2018-04-13,PEAK,264.0,386.0
698,43,2018-04-13,OFF_PEAK,203.0,357.0
699,43,2018-04-13,PEAK,86.0,127.0
700,43,2018-04-14,OFF_PEAK,261.0,430.0
701,749,2018-04-14,OFF_PEAK,2410.0,3227.0
702,1,2018-04-14,OFF_PEAK,1214.0,1731.0
703,751,2018-04-14,OFF_PEAK,891.0,1358.0
704,751,2018-04-15,OFF_PEAK,994.0,1360.0
705,749,2018-04-15,OFF_PEAK,2292.0,2978.0
706,1,2018-04-15,OFF_PEAK,805.0,1160.0
707,43,2018-04-15,OFF_PEAK,249.0,403.0
708,749,2018-04-16,OFF_PEAK,1824.0,2136.0
709,43,2018-04-16,PEAK,71.0,104.0
710,1,2018-04-16,OFF_PEAK,1092.0,1417.0
711,43,2018-04-16,OFF_PEAK,215.0,301.0
712,749,2018-04-16,PEAK,731.0,799.0
713,751,2018-04-16,OFF_PEAK,1106.0,1281.0
714,751,2018-04-16,PEAK,332.0,418.0
715,1,2018-04-16,PEAK,377.0,495.0
716,751,2018-04-17,PEAK,429.0,501.0
717,751,2018-04-17,OFF_PEAK,1142.0,1348.0
718,749,2018-04-17,PEAK,575.0,725.0
719,749,2018-04-17,OFF_PEAK,1573.0,1822.0
720,1,2018-04-17,OFF_PEAK,1003.0,1383.0
721,1,2018-04-17,PEAK,415.0,541.0
722,43,2018-04-17,OFF_PEAK,242.0,344.0
723,43,2018-04-17,PEAK,94.0,131.0
724,1,2018-04-18,PEAK,322.0,445.0
725,43,2018-04-18,OFF_PEAK,190.0,352.0
726,1,2018-04-18,OFF_PEAK,967.0,1325.0
727,43,2018-04-18,PEAK,63.0,126.0
728,749,2018-04-18,PEAK,543.0,711.0
729,751,2018-04-18,OFF_PEAK,1105.0,1393.0
730,751,2018-04-18,PEAK,404.0,471.0
731,749,2018-04-18,OFF_PEAK,1519.0,1866.0
732,751,2018-04-19,OFF_PEAK,1116.0,1371.0
733,751,2018-04-19,PEAK,416.0,501.0
734,749,2018-04-19,PEAK,558.0,696.0
735,749,2018-04-19,OFF_PEAK,1504.0,1853.0
736,1,2018-04-19,PEAK,411.0,541.0
737,1,2018-04-19,OFF_PEAK,885.0,1314.0
738,43,2018-04-19,PEAK,67.0,131.0
739,43,2018-04-19,OFF_PEAK,222.0,357.0
740,43,2018-04-20,OFF_PEAK,161.0,347.0
741,43,2018-04-20,PEAK,44.0,124.0
742,1,2018-04-20,PEAK,319.0,448.0
743,1,2018-04-20,OFF_PEAK,813.0,1181.0
744,749,2018-04-20,PEAK,620.0,799.0
745,751,2018-04-20,OFF_PEAK,1123.0,1388.0
746,751,2018-04-20,PEAK,411.0,501.0
747,749,2018-04-20,OFF_PEAK,1752.0,2188.0
748,751,2018-04-21,OFF_PEAK,1269.0,1615.0
749,749,2018-04-21,OFF_PEAK,2119.0,2795.0
750,1,2018-04-21,OFF_PEAK,794.0,1217.0
751,43,2018-04-21,OFF_PEAK,234.0,480.0
752,751,2018-04-22,OFF_PEAK,814.0,1133.0
753,749,2018-04-22,OFF_PEAK,1616.0,2217.0
754,1,2018-04-22,OFF_PEAK,493.0,912.0
755,43,2018-04-22,OFF_PEAK,189.0,377.0
756,43,2018-04-23,OFF_PEAK,276.0,356.0
757,43,2018-04-23,PEAK,92.0,128.0
758,1,2018-04-23,PEAK,281.0,419.0
759,751,2018-04-23,PEAK,387.0,483.0
760,749,2018-04-23,PEAK,707.0,861.0
761,749,2018-04-23,OFF_PEAK,1869.0,2319.0
762,751,2018-04-23,OFF_PEAK,1131.0,1389.0
763,1,2018-04-23,OFF_PEAK,763.0,1102.0
764,751,2018-04-24,OFF_PEAK,1088.0,1377.0
765,751,2018-04-24,PEAK,444.0,501.0
766,749,2018-04-24,OFF_PEAK,1879.0,2340.0
767,749,2018-04-24,PEAK,756.0,860.0
768,1,2018-04-24,PEAK,369.0,515.0
769,1,2018-04-24,OFF_PEAK,902.0,1239.0
770,43,2018-04-24,OFF_PEAK,174.0,347.0
771,43,2018-04-24,PEAK,71.0,128.0
772,43,2018-04-25,PEAK,45.0,128.0
773,43,2018-04-25,OFF_PEAK,190.0,356.0
774,1,2018-04-25,PEAK,279.0,446.0
775,751,2018-04-25,PEAK,320.0,475.0
776,749,2018-04-25,OFF_PEAK,1795.0,2292.0
777,749,2018-04-25,PEAK,600.0,794.0
778,751,2018-04-25,OFF_PEAK,1030.0,1288.0
779,1,2018-04-25,OFF_PEAK,873.0,1212.0
780,43,2018-04-26,OFF_PEAK,202.0,355.0
781,1,2018-04-26,OFF_PEAK,685.0,1113.0
782,1,2018-04-26,PEAK,300.0,475.0
783,43,2018-04-26,PEAK,43.0,128.0
784,749,2018-04-26,OFF_PEAK,1379.0,1888.0
785,751,2018-04-26,OFF_PEAK,991.0,1238.0
786,751,2018-04-26,PEAK,383.0,497.0
787,749,2018-04-26,PEAK,527.0,697.0
788,751,2018-04-27,OFF_PEAK,1083.0,1370.0
789,751,2018-04-27,PEAK,300.0,406.0
790,749,2018-04-27,OFF_PEAK,1290.0,1688.0
791,749,2018-04-27,PEAK,489.0,641.0
792,1,2018-04-27,PEAK,153.0,292.0
793,1,2018-04-27,OFF_PEAK,683.0,1100.0
794,43,2018-04-27,OFF_PEAK,175.0,348.0
795,43,2018-04-27,PEAK,49.0,127.0
796,43,2018-04-28,OFF_PEAK,152.0,443.0
797,1,2018-04-28,OFF_PEAK,902.0,1403.0
798,751,2018-04-28,OFF_PEAK,1209.0,1541.0
799,749,2018-04-28,OFF_PEAK,2123.0,2947.0
800,751,2018-04-29,OFF_PEAK,972.0,1237.0
801,749,2018-04-29,OFF_PEAK,1918.0,2550.0
802,1,2018-04-29,OFF_PEAK,650.0,1066.0
803,43,2018-04-29,OFF_PEAK,186.0,400.0
804,751,2018-04-30,PEAK,299.0,421.0
805,751,2018-04-30,OFF_PEAK,1017.0,1299.0
806,749,2018-04-30,OFF_PEAK,1647.0,2061.0
807,749,2018-04-30,PEAK,678.0,795.0
808,1,2018-04-30,OFF_PEAK,832.0,1213.0
809,1,2018-04-30,PEAK,263.0,415.0
810,43,2018-04-30,OFF_PEAK,193.0,354.0
811,43,2018-04-30,PEAK,60.0,127.0
812,43,2018-05-01,OFF_PEAK,160.0,347.0
813,751,2018-05-01,OFF_PEAK,1054.0,1345.0
814,751,2018-05-01,PEAK,397.0,497.0
815,749,2018-05-01,PEAK,641.0,860.0
816,749,2018-05-01,OFF_PEAK,1736.0,2306.0
817,1,2018-05-01,OFF_PEAK,902.0,1301.0
818,1,2018-05-01,PEAK,347.0,528.0
819,43,2018-05-01,PEAK,62.0,127.0
820,43,2018-05-02,OFF_PEAK,167.0,338.0
821,43,2018-05-02,PEAK,67.0,129.0
822,1,2018-05-02,PEAK,313.0,480.0
823,749,2018-05-02,PEAK,638.0,839.0
824,749,2018-05-02,OFF_PEAK,1679.0,2153.0
825,751,2018-05-02,OFF_PEAK,984.0,1245.0
826,1,2018-05-02,OFF_PEAK,894.0,1247.0
827,751,2018-05-02,PEAK,356.0,473.0
828,751,2018-05-03,PEAK,310.0,451.0
829,751,2018-05-03,OFF_PEAK,1012.0,1292.0
830,749,2018-05-03,PEAK,615.0,798.0
831,749,2018-05-03,OFF_PEAK,1569.0,2064.0
832,1,2018-05-03,OFF_PEAK,760.0,1132.0
833,1,2018-05-03,PEAK,296.0,432.0
834,43,2018-05-03,PEAK,45.0,126.0
835,43,2018-05-03,OFF_PEAK,189.0,355.0
